,name,stock_symbol,security_type,sector,industry,link,price_weblink,pair_ID,exchange_ID,exchange,country,last,pair_change_percent(%),daily_change(%),week_change(%),month_change(%),ytd_change(%),one_year_return(%),3year_change(%),52_week_high,52_week_low,52_week_high_diff(%),52_week_low_diff(%),month_change,summary_5mins,summary_15mins,summary_30mins,summary_hourly,summary_daily,summary_weekly,summary_monthly,market_cap,turnover_volume,average_volume,pe_ratio,revenue,eps,beta,dividend,dividend_yield(%),pe_ratio_TTM,price_to_sales_TTM,price_to_cash_flow_MRQ,price_to_free_cash_flow_TTM,price_to_book_MRQ,price_to_tangible_book_MRQ,eps_MRQ_change_1yr(%),eps_TTM_change_1yr(%),eps_growth_5yr(%),sales_MRQ_change_1yr(%),sales_TTM_change_1yr(%),sales_growth_5yr(%),capitalspending_growth_5yr(%),asset_turnover,inventory_turnover,revenue_per_employee(thousand),netincome_per_employee(thousand),receivable_turnover,gross_margin_TTM(%),gross_margin_5yr(%),operating_margin_TTM(%),operating_margin_5yr(%),pretax_margin_TTM(%),pretax_margin_5yr(%),netprofit_margin_TTM(%),netprofit_margin_5yr(%),quick_ratio,current_ratio,LT_debt_to_equity_MRQ(%),total_debt_to_equity(%),dividend_yield_avg_5yr(%),dividend_growth_rate(%),payout_ratio,ADX,ATR,BullBear,CCI,HL,ROC,RSI,STOCH,STOCHRSI,UO,WilliamsR,MACD,GICS_sector,stock_code,historical_price
435,UOA Real Estate Investment Trust,UOAR,ORD,Services,Real Estate Operations,/equities/uoa-reit,https://www.investing.com/equities/uoa-reit-historical-data,1071167,62,Kuala Lumpur,Malaysia,1.17,0.0,0.0,-3.31,-1.68,-4.88,-6.4,-26.88,1.29,1.05,-9.3023255813954,11.428571428571,-2.46,Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,494760000.0,372000,38136,28.46,74020000.0,0.04,0.16,0.09,7.56,28.46,6.68,33.09,60.43,0.69,0.69,-12.22,-55.62,-16.58,-7.51,-5.12,-2.63,101.9,0.07,,,,46.77,70.65,73.88,50.31,69.83,50.31,69.83,23.49,65.52,,,0.0,40.11,6.42,-4.56,215.27,34.92,0.0207,-0.034,-94.8358,-0.0171,-2.5,37.928,41.905,13.942,39.362,-60.0,-0.007,REITS,5110,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   1.17  1.18  1.18  1.17  372.00K    0.00%
1     Nov 26, 2020   1.17  1.17  1.18  1.16  149.30K   -0.85%
2     Nov 25, 2020   1.18  1.18  1.18  1.18  107.70K    0.00%
3     Nov 24, 2020   1.18  1.20  1.20  1.18  175.50K   -3.28%
4     Nov 23, 2020   1.22  1.21  1.22  1.20   58.30K    0.83%
...            ...    ...   ...   ...   ...      ...      ...
1077  Dec 21, 2015   1.59  1.59  1.59  1.59    8.00K    0.00%
1078  Dec 15, 2015   1.59  1.58  1.59  1.58    7.40K    0.00%
1079  Dec 14, 2015   1.59  1.59  1.59  1.59   20.00K    1.92%
1080  Dec 11, 2015   1.56  1.56  1.56  1.56   37.10K    0.00%
1081  Dec 07, 2015   1.56  1.56  1.56  1.55   25.70K    0.00%

[1082 rows x 7 columns]"
436,UPA Corporation Bhd,UPAB,ORD,Basic Materials,Paper & Paper Products,/equities/upa-corporation-bhd,https://www.investing.com/equities/upa-corporation-bhd-historical-data,950529,62,Kuala Lumpur,Malaysia,2.08,0.97,0.97,0.0,0.48,-4.15,-6.31,-16.47,3.51,1.74,-40.740740740741,19.540229885057,-1.43,Strong Buy,Strong Buy,Strong Buy,Buy,Buy,Strong Sell,Neutral,160590000.0,10700,13311,17.77,136590000.0,0.12,0.31,0.08,3.85,17.77,1.21,17.72,13.43,0.6,0.62,-90.78,-8.85,-5.47,-37.36,-12.47,0.77,-15.28,0.45,1.74,,,3.43,16.01,15.76,8.15,16.47,8.78,16.9,6.84,14.38,3.95,6.4,0.1,6.81,3.74,0.0,68.36,43.47,0.0286,-0.012,48.7179,0.01,0.483,51.334,80.952,84.491,68.28,-14.286,0.0,Consumer,7757,"              Date  Price  Open  High   Low    Vol. Change %
0     Nov 27, 2020   2.08  2.05  2.08  2.05  10.70K    0.97%
1     Nov 26, 2020   2.06  2.08  2.08  2.06   2.30K   -0.96%
2     Nov 25, 2020   2.08  2.08  2.09  2.08  11.00K    0.48%
3     Nov 24, 2020   2.07  2.05  2.08  2.05   5.00K   -0.96%
4     Nov 23, 2020   2.09  2.05  2.09  2.05  13.00K    0.48%
...            ...    ...   ...   ...   ...     ...      ...
1024  Dec 04, 2015   2.02  2.04  2.06  2.02  20.20K    1.00%
1025  Dec 03, 2015   2.00  2.03  2.04  1.98  69.60K   -1.48%
1026  Dec 02, 2015   2.03  2.06  2.06  2.02  37.70K   -3.33%
1027  Dec 01, 2015   2.10  1.98  2.19  1.97  93.10K    5.53%
1028  Nov 30, 2015   1.99  2.03  2.06  1.99  84.40K   -3.40%

[1029 rows x 7 columns]"
437,Uchi Technologies Bhd,UCHI,ORD,Technology,Semiconductors,/equities/uchi-technologies-bhd,https://www.investing.com/equities/uchi-technologies-bhd-historical-data,953696,62,Kuala Lumpur,Malaysia,2.73,2.25,2.25,3.41,4.6,-1.8,-2.85,-14.23,2.94,1.7,-7.1428571428571,60.588235294118,-1.51,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,1230000000.0,2125300,606600,17.6,143660000.0,0.16,0.72,0.09,5.86,17.6,8.58,60.16,74.83,8.01,8.05,-31.32,-4.22,11.34,-34.37,-3.97,10.42,-43.1,0.64,,,,9.37,,68.89,48.64,49.72,50.86,49.68,49.08,48.03,2.13,2.34,0.0,0.0,5.97,7.17,54.13,15.782,0.0643,0.154,189.8147,0.07,5.405,62.512,38.671,100.0,48.703,-5.556,0.01,Industrial Products,7100,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   2.73  2.68  2.74  2.68    2.13M    2.25%
1     Nov 26, 2020   2.67  2.60  2.74  2.60    2.59M    3.09%
2     Nov 25, 2020   2.59  2.58  2.60  2.58  932.60K    0.00%
3     Nov 24, 2020   2.59  2.58  2.61  2.57  562.20K    0.39%
4     Nov 23, 2020   2.58  2.64  2.66  2.57  935.20K   -2.27%
...            ...    ...   ...   ...   ...      ...      ...
1218  Dec 04, 2015   1.73  1.70  1.73  1.70   80.40K    1.17%
1219  Dec 03, 2015   1.71  1.71  1.75  1.71  405.40K    0.00%
1220  Dec 02, 2015   1.71  1.71  1.72  1.70  492.50K    0.59%
1221  Dec 01, 2015   1.70  1.67  1.70  1.67  215.80K    2.41%
1222  Nov 30, 2015   1.66  1.63  1.67  1.63  179.50K    1.84%

[1223 rows x 7 columns]"
438,Uni Wall Aps Holdings,UNIW,ORD,Capital Goods,Construction Services,/equities/uni-wall-aps-holdings,https://www.investing.com/equities/uni-wall-aps-holdings-historical-data,1117915,62,Kuala Lumpur,Malaysia,0.7,0.0,0.0,0.0,0.0,16.67,33.33,,0.7,0.53,0.0,32.075471698113,0.72,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Buy,Strong Buy,Strong Buy,511980000.0,0,381714,146.75,28370000.0,0.0,,0.0,0.3,146.75,18.05,,190.64,18.75,18.75,-88.99,-65.16,,-61.85,-11.43,,,0.61,,,,1.28,48.11,,24.5,,21.8,,12.23,,,2.04,29.48,36.21,,,0.0,100.0,0.0068,0.05,92.7536,0.0196,15.702,99.838,93.148,100.0,100.0,0.0,0.054,Construction,03017,"            Date  Price   Open   High    Low     Vol. Change %
0   Oct 30, 2020  0.700  0.700  0.700  0.700  100.00K    0.00%
1   Oct 20, 2020  0.700  0.700  0.700  0.700  100.00K    0.00%
2   Oct 02, 2020  0.700  0.695  0.700  0.695   40.00K    0.72%
3   Sep 25, 2020  0.695  0.695  0.695  0.695    1.08M    0.00%
4   Sep 02, 2020  0.695  0.695  0.695  0.695  200.00K    0.72%
..           ...    ...    ...    ...    ...      ...      ...
61  Mar 14, 2019  0.160  0.160  0.160  0.160   20.00K    6.67%
62  Mar 04, 2019  0.150  0.150  0.150  0.150   20.00K    7.14%
63  Jan 29, 2019  0.140  0.140  0.140  0.140    2.00K   12.00%
64  Jan 25, 2019  0.125  0.125  0.125  0.125    2.00K    4.17%
65  Jan 16, 2019  0.120  0.120  0.120  0.120    4.00K    9.09%

[66 rows x 7 columns]"
439,Unimech Group Bhd,UMEC,ORD,Basic Materials,Misc. Fabricated Products,/equities/unimech-group-bhd,https://www.investing.com/equities/unimech-group-bhd-historical-data,960882,62,Kuala Lumpur,Malaysia,1.35,0.75,0.75,0.75,9.76,8.87,8.87,27.36,1.37,0.91,-1.4598540145985,48.351648351648,5.13,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,201220000.0,31700,45048,9.2,266280000.0,0.15,0.45,0.08,6.15,9.2,0.8,12.52,10.9,0.73,0.78,-38.35,13.9,14.41,-14.35,-2.25,3.0,-24.88,0.57,,,,2.93,,41.95,14.73,13.88,12.4,10.26,9.61,6.87,0.97,2.32,8.64,40.69,3.09,4.47,10.26,46.489,0.0243,0.07,83.9431,0.0243,8.0,68.384,61.829,31.874,44.21,-16.667,0.037,Industrial Products,7091,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  1.350  1.340  1.360  1.340   31.70K    0.75%
1     Nov 26, 2020  1.340  1.340  1.360  1.340   62.30K    3.08%
2     Nov 25, 2020  1.300  1.330  1.330  1.300   55.80K   -2.26%
3     Nov 24, 2020  1.330  1.320  1.340  1.320   43.70K    0.76%
4     Nov 23, 2020  1.320  1.340  1.340  1.320   63.00K   -1.49%
...            ...    ...    ...    ...    ...      ...      ...
1118  Dec 09, 2015  1.219  1.219  1.219  1.219   12.60K   -3.02%
1119  Dec 07, 2015  1.257  1.267  1.267  1.257  178.50K    0.72%
1120  Dec 04, 2015  1.248  1.238  1.248  1.238   12.60K   -2.95%
1121  Dec 01, 2015  1.286  1.286  1.286  1.286   10.50K   -2.13%
1122  Nov 30, 2015  1.314  1.314  1.314  1.314    2.10K    0.69%

[1123 rows x 7 columns]"
440,Unisem M Bhd,UNSM,ORD,Technology,Semiconductors,/equities/unisem-m-bhd,https://www.investing.com/equities/unisem-m-bhd-historical-data,950528,62,Kuala Lumpur,Malaysia,5.75,-1.37,-1.37,1.23,12.75,166.2,167.44,60.61,6.25,1.53,-8.0,275.81699346405,42.86,Strong Sell,Strong Sell,Sell,Neutral,Strong Buy,Strong Buy,Strong Buy,4180000000.0,1095600,1444665,67.62,1240000000.0,0.09,0.71,0.05,0.87,67.62,3.4,,,2.91,2.94,96.02,-26.43,,23.39,6.52,3.8,37.79,0.67,5.41,335.88,16.67,6.7,26.1,66.37,7.26,10.43,6.78,10.01,4.96,8.53,1.81,2.46,8.86,13.07,3.38,-9.14,0.0,15.85,0.3121,0.474,72.0668,0.0,-4.167,62.863,46.376,24.806,47.723,-46.667,0.297,Technology,5005,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   5.75  5.87  5.97  5.74    1.10M   -1.37%
1     Nov 26, 2020   5.83  5.58  5.89  5.53    2.18M    4.48%
2     Nov 25, 2020   5.58  5.60  5.60  5.43    1.47M    1.45%
3     Nov 24, 2020   5.50  5.51  5.59  5.41  671.70K   -1.61%
4     Nov 23, 2020   5.59  5.70  5.86  5.49    1.18M   -1.58%
...            ...    ...   ...   ...   ...      ...      ...
1215  Dec 04, 2015   2.36  2.28  2.36  2.26    2.12M    3.96%
1216  Dec 03, 2015   2.27  2.36  2.36  2.27    1.56M   -3.81%
1217  Dec 02, 2015   2.36  2.34  2.38  2.33    3.04M    0.85%
1218  Dec 01, 2015   2.34  2.34  2.34  2.31    2.23M    1.74%
1219  Nov 30, 2015   2.30  2.33  2.34  2.30    2.03M    0.00%

[1220 rows x 7 columns]"
441,United Malacca Bhd,UMRS,ORD,Consumer/Non-Cyclical,Crops,/equities/united-malacca-bhd,https://www.investing.com/equities/united-malacca-bhd-historical-data,950527,62,Kuala Lumpur,Malaysia,5.0,0.0,0.0,0.81,5.26,-6.54,-5.3,-24.24,5.45,4.0,-8.256880733945,25.0,1.28,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,1050000000.0,600,18538,,337440000.0,-0.08,0.62,0.08,1.6,61.5,3.11,56.73,59.1,0.8,0.87,-90.39,-204.03,-19.34,100.29,62.96,6.64,32.6,0.18,9.16,,,4.61,3.38,15.68,-5.77,14.89,-8.89,12.59,-5.6,11.25,0.86,1.04,4.79,12.16,2.29,-26.32,102.91,38.632,0.075,0.124,67.0309,0.0657,5.042,61.61,97.079,90.952,66.996,0.0,0.08,Plantations,2593,"              Date  Price  Open  High   Low    Vol. Change %
0     Nov 27, 2020   5.00  5.00  5.00  5.00   0.60K    0.00%
1     Nov 26, 2020   5.00  5.00  5.00  4.98  16.00K    0.40%
2     Nov 25, 2020   4.98  5.00  5.00  4.98   1.50K   -0.40%
3     Nov 24, 2020   5.00  5.00  5.00  4.99  17.50K    0.00%
4     Nov 23, 2020   5.00  4.98  5.00  4.98  13.50K    0.81%
...            ...    ...   ...   ...   ...     ...      ...
1132  Dec 07, 2015   5.88  5.91  5.91  5.88  33.30K   -0.34%
1133  Dec 03, 2015   5.90  5.95  5.95  5.90  19.00K    0.00%
1134  Dec 02, 2015   5.90  5.90  5.95  5.90  47.00K   -0.34%
1135  Dec 01, 2015   5.92  5.95  5.96  5.92  11.00K   -0.84%
1136  Nov 30, 2015   5.97  5.95  6.00  5.91  40.10K    0.34%

[1137 rows x 7 columns]"
442,United Plantations Bhd,UTPS,ORD,Consumer/Non-Cyclical,Food Processing,/equities/united-plantations-bhd,https://www.investing.com/equities/united-plantations-bhd-historical-data,950530,62,Kuala Lumpur,Malaysia,14.36,-0.42,-0.42,-0.83,-0.28,13.0,14.22,-44.85,15.32,11.12,-6.266318537859,29.136690647482,-1.64,Neutral,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,Strong Sell,5960000000.0,136600,178751,13.47,1250000000.0,1.07,0.29,0.33,2.26,13.47,4.79,151.72,23.44,2.25,2.62,58.65,51.24,0.38,19.87,4.01,2.8,40.88,0.43,,182.48,55.82,6.1,,47.37,36.34,32.56,38.21,34.65,30.59,27.06,6.47,7.65,0.0,0.0,1.68,0.0,57.26,26.191,0.1243,-0.108,-162.1664,-0.1057,-0.278,43.307,31.97,0.0,32.298,-95.455,-0.03,Plantations,2089,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  14.36  14.40  14.46  14.34  136.60K   -0.42%
1     Nov 26, 2020  14.42  14.48  14.48  14.42  155.70K   -0.14%
2     Nov 25, 2020  14.44  14.60  14.60  14.42   74.80K   -0.14%
3     Nov 24, 2020  14.46  14.50  14.56  14.44  243.20K   -0.28%
4     Nov 23, 2020  14.50  14.40  14.50  14.40  281.70K    0.14%
...            ...    ...    ...    ...    ...      ...      ...
1135  Dec 10, 2015  26.20  26.36  26.36  26.00  203.70K    0.00%
1136  Dec 07, 2015  26.20  26.14  26.20  26.14  104.60K    0.00%
1137  Dec 04, 2015  26.20  25.80  26.20  25.68    1.40K    0.69%
1138  Dec 03, 2015  26.02  26.02  26.02  26.02  622.40K    0.00%
1139  Dec 02, 2015  26.02  25.88  26.02  25.86  605.20K    0.61%

[1140 rows x 7 columns]"
443,United U Li Corporation Bhd,UULI,ORD,Basic Materials,Iron & Steel,/equities/united-u-li-corporation,https://www.investing.com/equities/united-u-li-corporation-historical-data,953698,62,Kuala Lumpur,Malaysia,0.795,16.06,16.06,33.61,91.57,60.61,60.61,-70.63,0.8,0.23,-0.625,245.65217391304,1.22,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,173150000.0,8418200,883800,,161340000.0,0.0,2.28,,,130.79,1.07,12.59,3.78,0.61,0.61,1973.21,92.97,-28.52,-0.71,-14.58,2.35,-22.72,0.46,1.59,,,2.26,25.19,33.1,2.38,12.52,1.84,11.73,-0.2,7.94,3.99,5.73,2.12,8.64,2.95,,0.0,47.504,0.0614,0.233,175.522,0.1604,69.149,78.048,62.825,94.302,62.441,-1.538,0.072,Industrial Products,7133,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.795  0.695  0.800  0.695    8.42M   16.06%
1     Nov 26, 2020  0.685  0.685  0.695  0.660    2.02M    0.74%
2     Nov 25, 2020  0.680  0.720  0.720  0.675    2.16M   -0.73%
3     Nov 24, 2020  0.685  0.730  0.750  0.660    5.32M   -5.52%
4     Nov 23, 2020  0.725  0.640  0.780  0.640   10.59M   21.85%
...            ...    ...    ...    ...    ...      ...      ...
1143  Dec 09, 2015  4.660  4.620  4.660  4.610   49.30K    0.22%
1144  Dec 08, 2015  4.650  4.650  4.650  4.630   19.70K   -0.43%
1145  Dec 07, 2015  4.670  4.670  4.670  4.660   57.00K    0.00%
1146  Dec 03, 2015  4.670  4.670  4.670  4.500  555.00K   -0.21%
1147  Dec 02, 2015  4.680  4.710  4.710  4.680    4.50K   -1.27%

[1148 rows x 7 columns]"
444,Utusan Melayu Malaysia Bhd,UTUS,ORD,Services,Printing & Publishing,/equities/utusan-melayu-malaysia-bhd,https://www.investing.com/equities/utusan-melayu-malaysia-bhd-historical-data,960884,62,Kuala Lumpur,Malaysia,0.055,0.0,0.0,0.0,0.0,0.0,0.0,-86.08,0.0,0.0,0.0,0.0,,,,,,,,,6090000.0,0,879800,,,,,,,,0.07,0.72,1.12,,,-40.24,-2043.42,,-51.82,-37.01,-10.94,-37.83,0.45,22.73,,,3.03,-27.26,15.28,-111.19,-29.9,-111.43,-29.64,-113.67,-30.0,0.08,0.08,,,,,,,,,,,,,,,,,,Telco&Media,5754,"             Date  Price   Open   High    Low     Vol. Change %
0    Aug 27, 2019  0.055  0.055  0.070  0.050  879.80K   10.00%
1    Aug 26, 2019  0.050  0.060  0.060  0.045  586.60K   -9.09%
2    Aug 23, 2019  0.055  0.050  0.055  0.050  561.80K   10.00%
3    Aug 22, 2019  0.050  0.060  0.065  0.050  605.80K  -16.67%
4    Aug 21, 2019  0.060  0.090  0.095  0.055    1.85M  -14.29%
..            ...    ...    ...    ...    ...      ...      ...
502  Dec 21, 2015  0.570  0.570  0.570  0.570    1.00K    0.00%
503  Dec 16, 2015  0.570  0.570  0.570  0.570    2.00K   -4.20%
504  Dec 07, 2015  0.595  0.595  0.595  0.590   13.00K    0.85%
505  Dec 03, 2015  0.590  0.590  0.590  0.590   11.00K    2.61%
506  Dec 01, 2015  0.575  0.575  0.575  0.575   10.00K    0.88%

[507 rows x 7 columns]"
445,Uwc Bhd,UWCB,ORD,Capital Goods,Constr. - Supplies & Fixtures,/equities/uwc-bhd,https://www.investing.com/equities/uwc-bhd-historical-data,1156757,62,Kuala Lumpur,Malaysia,7.4,1.23,1.23,4.37,15.26,247.42,315.73,,7.6,1.0,-2.6315789473684,640.0,14.03,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,4070000000.0,1840900,2691868,70.49,219060000.0,0.1,,0.02,0.27,70.49,18.59,179.3,120.77,18.24,18.24,90.77,37.21,,30.91,51.74,,,0.86,3.39,,,3.85,37.71,,33.4,,33.16,,26.37,,2.94,3.94,2.29,3.36,,,0.0,18.812,0.2771,0.402,81.4978,0.0079,-0.27,60.169,43.654,54.447,45.059,-28.571,0.19,Technology,5292,"             Date  Price  Open  High   Low     Vol. Change %
0    Nov 27, 2020   7.40  7.32  7.46  7.30    1.84M    1.23%
1    Nov 26, 2020   7.31  6.96  7.36  6.96    2.39M    3.98%
2    Nov 25, 2020   7.03  7.07  7.18  6.90    1.91M   -0.28%
3    Nov 24, 2020   7.05  7.21  7.23  6.95    2.38M   -2.76%
4    Nov 23, 2020   7.25  7.20  7.33  7.10    2.12M    2.26%
..            ...    ...   ...   ...   ...      ...      ...
337  Jul 17, 2019   0.89  0.91  0.92  0.88   15.66M   -1.11%
338  Jul 16, 2019   0.90  0.92  0.92  0.89   19.10M   -1.10%
339  Jul 15, 2019   0.91  0.92  0.95  0.89   28.65M    0.00%
340  Jul 12, 2019   0.91  0.96  0.97  0.91   35.66M   -4.21%
341  Jul 11, 2019   0.95  0.98  1.02  0.95  131.31M    2.15%

[342 rows x 7 columns]"
446,Uzma Bhd,UZMA,ORD,Energy,Oil Well Services & Equipment,/equities/uzma-bhd,https://www.investing.com/equities/uzma-bhd-historical-data,960885,62,Kuala Lumpur,Malaysia,0.535,0.94,0.94,17.58,38.96,-44.56,-32.7,-63.85,1.03,0.31,-48.058252427184,72.58064516129,-16.3,Neutral,Strong Buy,Strong Buy,Buy,Strong Buy,Neutral,Strong Sell,171220000.0,7376500,3265398,,518250000.0,-0.1,2.55,,,5.8,0.33,1.82,2.24,0.38,0.71,-82.49,-200.26,,-25.55,5.17,,,0.42,8.97,534.82,-25.45,2.17,31.35,,1.84,,-3.69,,-4.76,,1.22,1.32,81.13,126.35,,,0.0,21.407,0.0382,0.078,128.6694,0.0325,37.179,64.769,55.845,72.049,53.779,-29.412,0.024,Energy,7250,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.535  0.525  0.545  0.515   7.38M    0.94%
1     Nov 26, 2020  0.530  0.555  0.560  0.525  10.29M   -3.64%
2     Nov 25, 2020  0.550  0.530  0.585  0.525  50.02M    8.91%
3     Nov 24, 2020  0.505  0.515  0.535  0.500  13.66M   -1.94%
4     Nov 23, 2020  0.515  0.465  0.515  0.460  18.95M   13.19%
...            ...    ...    ...    ...    ...     ...      ...
1187  Dec 04, 2015  2.020  2.040  2.040  2.010  64.50K   -0.98%
1188  Dec 03, 2015  2.040  2.050  2.050  2.040  16.00K   -2.39%
1189  Dec 02, 2015  2.090  2.100  2.100  2.040  31.00K   -0.48%
1190  Dec 01, 2015  2.100  2.080  2.110  2.080   4.40K    4.48%
1191  Nov 30, 2015  2.010  2.070  2.100  2.010  94.70K   -7.37%

[1192 rows x 7 columns]"
447,VS Industry Bhd,VSID,ORD,Technology,Electronic Instr. & Controls,/equities/vs-industry-bhd,https://www.investing.com/equities/vs-industry-bhd-historical-data,953699,62,Kuala Lumpur,Malaysia,2.4,2.13,2.13,0.0,2.56,79.1,79.1,-5.06,2.56,0.6,-6.25,300.0,3.08,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,4540000000.0,4642300,18032721,39.29,3240000000.0,0.06,1.15,0.03,1.42,39.29,1.4,29.47,29.47,2.6,2.66,-11.96,-33.28,-8.93,-14.34,-18.32,10.86,13.4,1.1,8.31,406.01,13.08,3.03,9.91,11.15,4.97,5.77,4.73,5.23,3.22,3.72,1.66,2.06,3.02,16.13,2.76,-10.36,41.74,32.447,0.0714,0.0,21.8751,0.0,1.266,55.158,37.596,88.687,39.589,-37.5,0.017,Industrial Products,6963,"              Date  Price  Open  High   Low   Vol. Change %
0     Nov 27, 2020   2.40  2.36  2.40  2.34  4.64M    2.13%
1     Nov 26, 2020   2.35  2.34  2.38  2.33  4.19M    0.86%
2     Nov 25, 2020   2.33  2.36  2.38  2.33  5.00M   -1.27%
3     Nov 24, 2020   2.36  2.39  2.39  2.35  5.83M   -0.84%
4     Nov 23, 2020   2.38  2.41  2.43  2.38  5.89M   -0.83%
...            ...    ...   ...   ...   ...    ...      ...
1218  Dec 04, 2015   1.52  1.54  1.54  1.51  6.15M   -1.94%
1219  Dec 03, 2015   1.55  1.53  1.55  1.52  2.01M    0.65%
1220  Dec 02, 2015   1.54  1.55  1.57  1.51  6.31M    0.00%
1221  Dec 01, 2015   1.54  1.48  1.54  1.48  8.50M    4.76%
1222  Nov 30, 2015   1.47  1.52  1.53  1.47  8.88M   -3.29%

[1223 rows x 7 columns]"
448,Velesto Energy Bhd,VELE,ORD,Energy,Oil Well Services & Equipment,/equities/umw-oil-and-gas-corporation,https://www.investing.com/equities/umw-oil-and-gas-corporation-historical-data,950526,62,Kuala Lumpur,Malaysia,0.14,3.7,3.7,7.69,21.74,-63.16,-63.64,-57.58,0.41,0.09,-65.853658536585,55.555555555556,-11.54,Strong Buy,Strong Buy,Neutral,Neutral,Strong Buy,Neutral,Strong Sell,1150000000.0,17456700,31539406,97.9,625980000.0,0.0,1.7,,,97.9,1.84,11.63,4.91,0.4,0.4,-98.52,-67.57,-48.71,-37.36,-8.29,-7.95,-42.39,0.15,,875.49,16.44,3.23,,88.65,14.98,-74.2,3.46,-88.07,1.88,-89.18,1.61,2.16,32.64,41.88,,,0.0,25.077,0.0096,0.008,112.5164,0.0039,27.273,66.823,59.167,100.0,42.719,-16.667,0.003,Energy,5243,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.140  0.135  0.140  0.130   17.46M    3.70%
1     Nov 26, 2020  0.135  0.140  0.140  0.130   37.34M    0.00%
2     Nov 25, 2020  0.135  0.140  0.145  0.135  122.71M    0.00%
3     Nov 24, 2020  0.135  0.140  0.140  0.130   47.86M    0.00%
4     Nov 23, 2020  0.135  0.135  0.140  0.130   35.26M    3.85%
...            ...    ...    ...    ...    ...      ...      ...
1216  Dec 04, 2015  1.171  1.152  1.171  1.142    1.65M    1.65%
1217  Dec 03, 2015  1.152  1.152  1.162  1.142  948.14K    0.00%
1218  Dec 02, 2015  1.152  1.171  1.181  1.152  653.84K    0.00%
1219  Dec 01, 2015  1.152  1.142  1.201  1.132    2.77M    1.77%
1220  Nov 30, 2015  1.132  1.201  1.210  1.132    6.24M   -5.75%

[1221 rows x 7 columns]"
449,Versatile Creative Bhd,VSTL,ORD,Basic Materials,Paper & Paper Products,/equities/versatile-creative-bhd,https://www.investing.com/equities/versatile-creative-bhd-historical-data,953700,62,Kuala Lumpur,Malaysia,0.655,0.77,0.77,-0.76,13.91,162.0,172.92,-29.57,0.9,0.18,-27.222222222222,263.88888888889,-19.01,Strong Sell,Sell,Neutral,Neutral,Strong Buy,Neutral,Strong Buy,166790000.0,187700,617316,,43140000.0,-0.08,1.37,,,,3.87,,,2.61,2.61,52575.0,20.14,,-28.6,-20.55,-1.13,-21.56,0.49,4.11,,,3.37,11.64,13.91,-19.41,-13.27,-21.46,-15.36,-21.22,-15.5,1.52,1.98,0.47,15.13,,,,20.152,0.0179,0.019,51.5653,0.0,4.8,52.367,57.955,18.68,53.682,-36.364,0.0,Industrial Products,4995,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.655  0.660  0.660  0.655  187.70K    0.77%
1     Nov 26, 2020  0.650  0.650  0.655  0.650  154.00K   -0.76%
2     Nov 25, 2020  0.655  0.675  0.675  0.655   64.40K   -2.96%
3     Nov 24, 2020  0.675  0.655  0.675  0.645  364.30K    3.85%
4     Nov 23, 2020  0.650  0.660  0.660  0.645  207.70K   -1.52%
...            ...    ...    ...    ...    ...      ...      ...
1076  Dec 09, 2015  0.740  0.680  0.740  0.680    3.90K    8.82%
1077  Dec 08, 2015  0.680  0.680  0.680  0.680    0.50K   -2.16%
1078  Dec 04, 2015  0.695  0.680  0.740  0.680    5.50K   -6.08%
1079  Dec 02, 2015  0.740  0.685  0.740  0.685    2.60K   -0.67%
1080  Nov 30, 2015  0.745  0.745  0.745  0.745    0.20K    2.05%

[1081 rows x 7 columns]"
